target,window_index,unit,true_rul,pred_rul,true_fault,fault_probability,sensor,sensor_rank,abs_input_gradient,subsystem,likely_fault_mode,maintenance_action
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s2,2,0.05307462066411972,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s11,3,0.037450965493917465,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s21,4,0.028032636269927025,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s7,5,0.027939684689044952,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s4,6,0.02650507725775242,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s15,7,0.022607887163758278,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s9,8,0.018594298511743546,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s13,9,0.014828190207481384,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s20,10,0.014781907200813293,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s3,11,0.011642858386039734,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s17,12,0.011400435119867325,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s8,13,0.010752185247838497,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,2970,31,8.0,11.822098731994629,1.0,0.9784648418426514,s14,14,0.009793246164917946,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s12,1,0.06539235264062881,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s2,2,0.06447809189558029,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s11,3,0.05618126690387726,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s4,4,0.03602965176105499,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s15,5,0.030149875208735466,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s21,6,0.025706088170409203,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s13,7,0.024566957727074623,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s7,8,0.024500539526343346,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s20,9,0.015715641900897026,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s9,10,0.01333625242114067,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s8,11,0.011933806352317333,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s3,12,0.011201586574316025,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s17,13,0.010699423030018806,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3450,35,11.0,12.217622756958008,1.0,0.97662353515625,s14,14,0.007122457958757877,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s12,1,0.054880499839782715,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s2,2,0.05213812738656998,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s11,3,0.04606283828616142,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s21,4,0.03527481481432915,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s4,5,0.03365708515048027,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s7,6,0.031751763075590134,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s15,7,0.024594563990831375,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s9,8,0.019899437204003334,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s20,9,0.015318389050662518,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s13,10,0.01422944013029337,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s8,11,0.014076133258640766,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s3,12,0.014011484570801258,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s14,13,0.011185184121131897,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,2967,31,11.0,12.737658500671387,1.0,0.9762412905693054,s17,14,0.010804925113916397,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s12,1,0.030697083100676537,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s11,2,0.028752099722623825,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s2,3,0.024102861061692238,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s13,4,0.023599253967404366,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s7,5,0.01758268103003502,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s14,6,0.013872448354959488,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s8,7,0.013155549764633179,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s4,8,0.01082607638090849,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s21,9,0.009853526018559933,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s15,10,0.009394553489983082,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s20,11,0.00924394465982914,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s9,12,0.008590617217123508,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s17,13,0.006645291578024626,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3278,34,10.0,9.886460304260254,1.0,0.9752442240715027,s3,14,0.0059013706631958485,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s9,1,0.0435352697968483,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s12,2,0.039845045655965805,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s11,3,0.03596687316894531,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s2,4,0.03508199751377106,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s14,5,0.03376336768269539,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s21,6,0.02564455009996891,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s4,7,0.025158915668725967,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s15,8,0.02221759594976902,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s7,9,0.017364604398608208,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s20,10,0.010870625264942646,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s3,11,0.009463346563279629,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s13,12,0.007266576401889324,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s17,13,0.007119430229067802,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,7711,76,14.0,15.42790699005127,1.0,0.9733006954193115,s8,14,0.006752301938831806,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s12,1,0.06463070213794708,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s11,2,0.06053151190280914,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s2,3,0.05479130893945694,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s7,4,0.03059820458292961,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s21,5,0.028791526332497597,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s4,6,0.024613887071609497,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s15,7,0.022712605074048042,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s13,8,0.021176934242248535,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s20,9,0.016971150413155556,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s9,10,0.014666815288364887,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s8,11,0.013777801766991615,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s17,12,0.013710426166653633,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s3,13,0.010886803269386292,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,6997,68,11.0,12.512479782104492,1.0,0.9730139374732971,s14,14,0.009881403297185898,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s12,1,0.06610094010829926,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s2,2,0.060211431235075,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s11,3,0.05327362194657326,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s7,4,0.03998081758618355,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s4,5,0.028606005012989044,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s15,6,0.026140490546822548,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s21,7,0.02611750364303589,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s13,8,0.01825408823788166,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s20,9,0.01763012818992138,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s8,10,0.014330943115055561,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s3,11,0.01364045962691307,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s9,12,0.011450711637735367,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s17,13,0.010830442421138287,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,8249,81,10.0,12.758360862731934,1.0,0.9728225469589233,s14,14,0.0049742842093110085,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s12,1,0.03679867088794708,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s11,2,0.0358695462346077,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s13,3,0.03032875247299671,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s2,4,0.029905641451478004,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s7,5,0.022521324455738068,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s14,6,0.016537418588995934,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s8,7,0.015292475000023842,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s4,8,0.012431753799319267,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s15,9,0.011404977180063725,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s21,10,0.010960619896650314,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s20,11,0.010573931969702244,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s9,12,0.009510627016425133,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s17,13,0.009036790579557419,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3277,34,11.0,11.599331855773926,1.0,0.9703382253646851,s3,14,0.007387402467429638,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s12,1,0.0769885927438736,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s2,2,0.07296241819858551,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s11,3,0.06293541938066483,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s4,4,0.03802679479122162,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s15,5,0.03260357677936554,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s7,6,0.02838248200714588,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s13,7,0.026908161118626595,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s21,8,0.024251703172922134,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s20,9,0.017345327883958817,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s9,10,0.015238380059599876,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s8,11,0.014477071352303028,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s17,12,0.01349273044615984,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s3,13,0.012049758806824684,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,3449,35,12.0,13.884373664855957,1.0,0.9686446785926819,s14,14,0.007478502579033375,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s9,1,0.04975961148738861,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s12,2,0.04018988460302353,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s11,3,0.03833527863025665,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s14,4,0.03774986416101456,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s2,5,0.037373341619968414,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s4,6,0.02684156224131584,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s21,7,0.024305246770381927,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s15,8,0.02397691272199154,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s7,9,0.02134251780807972,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s20,10,0.01240589376538992,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s3,11,0.009887132793664932,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s8,12,0.008271130733191967,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s17,13,0.007098365109413862,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,7710,76,15.0,16.621206283569336,1.0,0.9655570387840271,s13,14,0.007009511813521385,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s12,1,0.07156436890363693,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s11,2,0.07130555063486099,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s2,3,0.057507701218128204,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s21,4,0.034580279141664505,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s7,5,0.0329456627368927,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s4,6,0.028441498056054115,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s13,7,0.024305885657668114,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s15,8,0.024106590077280998,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s20,9,0.020117854699492455,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s9,10,0.0182642862200737,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s8,11,0.016051512211561203,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s17,12,0.014442995190620422,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s3,13,0.012129259295761585,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,6996,68,12.0,13.716076850891113,1.0,0.9649977684020996,s14,14,0.011279161088168621,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s11,1,0.04231884703040123,bypass and flow path,bypass pressure or flow-path degradation,inspect bypass duct pressure behavior
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s12,2,0.04177697002887726,bypass and flow path,bypass ratio or flow instability,inspect bypass flow and related instrumentation
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s13,3,0.0315360501408577,spool speed control,corrected fan-speed deviation,inspect speed-control response and operating point
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s2,4,0.030347459018230438,thermal core,abnormal core temperature trend,inspect temperature instrumentation and hot-section condition
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s7,5,0.023524010553956032,compressor flow path,pressure-ratio degradation,inspect compressor flow path and pressure sensors
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s8,6,0.015870077535510063,fan and low-pressure compressor,fan-speed or low-spool operating anomaly,inspect fan/LPC operating margins
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s21,7,0.01585894450545311,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s15,8,0.013727117329835892,engine efficiency,efficiency degradation signature,review performance deterioration and schedule detailed inspection
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s14,9,0.013233449310064316,spool speed control,corrected core-speed deviation,inspect core-speed response and controller behavior
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s17,10,0.012780030257999897,bleed and cooling control,bleed/cooling control deviation,inspect bleed and cooling control actuation
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s4,11,0.01277289167046547,thermal core,elevated turbine temperature signature,inspect turbine gas path and cooling effectiveness
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s20,12,0.009724905714392662,fuel and actuator response,fuel-flow or actuator response anomaly,inspect fuel metering and actuator response
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s3,13,0.00789009127765894,thermal core,abnormal high-pressure compressor temperature,inspect compressor thermal margins and sensor calibration
fault,8384,82,9.0,12.38408374786377,1.0,0.9638579487800598,s9,14,0.007367842365056276,high-pressure spool,high-spool speed anomaly,inspect high-pressure spool dynamics
